,Incident number,Date and time,Location,Duration,Attending Stations/Brigades,Result,Day
38,F3899944,22/01/2024 12:52:49,WAIPARA HURUNUI DISTRICT,00:25:21,Waipara,1500: MISCELLANEOUS FIRE (VEG),Monday
39,F3899958,22/01/2024 13:11:15,LOWER PORTOBELLO DUNEDIN CITY,00:47:42,Portobello,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Monday
40,F3899969,22/01/2024 13:25:40,MOTUEKA TASMAN DISTRICT,00:17:20,Motueka,7100: FALSE ALARM (STRU),Monday
41,F3899971,22/01/2024 13:26:19,STARVATION HILL WAIMAKARIRI DISTRICT,00:30:27,"Oxford, Cust",1300: VEGETATION FIRE (VEG),Monday
42,F3899982,22/01/2024 13:50:15,NIGHTCAPS SOUTHLAND DISTRICT,00:44:22,Ohai,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Monday
43,F3899985,22/01/2024 13:56:38,WAIMUMU GORE DISTRICT,01:00:05,"Gore, Mataura","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Monday
44,F3899990,22/01/2024 14:04:56,DARFIELD SELWYN DISTRICT,00:00:00,Darfield,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Monday
45,F3900001,22/01/2024 14:23:41,WINDSOR INVERCARGILL CITY,00:17:55,Invercargill,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Monday
46,F3900008,22/01/2024 14:30:11,BALCLUTHA CLUTHA DISTRICT,00:17:45,Balclutha,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Monday
47,F3900019,22/01/2024 14:51:04,RICHMOND INVERCARGILL CITY,00:00:00,Invercargill,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Monday
48,F3900025,22/01/2024 15:01:54,WOOLSTON CHRISTCHURCH CITY,00:00:00,Woolston,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Monday
49,F3900029,22/01/2024 15:06:35,MABEL BUSH SOUTHLAND DISTRICT,01:48:04,"Hedgehope, Edendale",1200: MOBILE PROPERTY FIRE (VEG),Monday
50,F3900031,22/01/2024 15:09:43,WEST INVERCARGILL INVERCARGILL CITY,00:00:00,Invercargill,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (STRU),Monday
51,F3900034,22/01/2024 15:12:37,WEST PLAINS INVERCARGILL CITY,00:20:05,"Kingswell, Invercargill",9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (STRU),Monday
52,F3900035,22/01/2024 15:13:49,OAMARU NORTH WAITAKI DISTRICT,00:16:46,Oamaru,7100: FALSE ALARM (STRU),Monday
53,F3900036,22/01/2024 15:15:59,WOOLSTON CHRISTCHURCH CITY,00:23:38,Woolston,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Monday
54,F3900037,22/01/2024 15:16:33,GERALDINE TIMARU DISTRICT,00:00:00,Geraldine,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Monday
55,F3900065,22/01/2024 16:22:46,UNDERWOOD SOUTHLAND DISTRICT,00:00:00,"Wallacetown, Invercargill",9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (SPRNKLR),Monday
56,F3900077,22/01/2024 16:43:25,SUMNER CHRISTCHURCH CITY,00:20:01,"Sumner, Woolston",9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (STRU),Monday
57,F3900084,22/01/2024 16:51:38,INANGAHUA BULLER DISTRICT,01:32:51,Inangahua,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (EXERCISE),Monday
58,F3900091,22/01/2024 17:13:24,CANVASTOWN MARLBOROUGH DISTRICT,02:02:57,"Canvastown, Havelock","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Monday
59,F3900093,22/01/2024 17:17:18,ISLAND BLOCK CENTRAL OTAGO DISTRICT,01:26:17,Millers Flat,1500: MISCELLANEOUS FIRE (VEG),Monday
60,F3900104,22/01/2024 17:33:36,WAIKUKU BEACH WAIMAKARIRI DISTRICT,00:28:35,"Woodend, Waikuku Beach, Rangiora",1100: STRUCTURE FIRE (STRU),Monday
61,F3900115,22/01/2024 17:57:41,SPRING CREEK MARLBOROUGH DISTRICT,00:48:37,Rarangi,1500: MISCELLANEOUS FIRE (VEG),Monday
62,F3900116,22/01/2024 17:58:09,MAYFIELD MARLBOROUGH DISTRICT,00:09:52,Blenheim,7100: FALSE ALARM (MIN),Monday
63,F3900124,22/01/2024 18:16:41,FRANKTON QUEENSTOWN-LAKES DISTRICT,00:18:44,Frankton,7100: FALSE ALARM (SPRNKLR),Monday
64,F3900131,22/01/2024 18:23:55,WAIKIWI INVERCARGILL CITY,00:14:46,Invercargill,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Monday
65,F3900141,22/01/2024 18:40:57,DUNEDIN CENTRAL DUNEDIN CITY,00:12:48,"Dunedin, Willowbank, Roslyn",9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (SPRNKLR),Monday
66,F3900170,22/01/2024 19:07:53,CLAREMONT TIMARU DISTRICT,00:30:06,Timaru,1500: MISCELLANEOUS FIRE (VEG),Monday
67,F3900185,22/01/2024 20:07:04,BISHOPDALE CHRISTCHURCH CITY,00:16:30,"Redwood, Ilam",7100: FALSE ALARM (STRU),Monday
68,F3900188,22/01/2024 20:15:17,WOODEND BEACH WAIMAKARIRI DISTRICT,00:06:17,Woodend,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Monday
69,F3900202,22/01/2024 20:53:32,KINGSTON SOUTHLAND DISTRICT,00:12:59,Kingston,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Monday
70,F3900214,22/01/2024 21:15:07,OAMARU NORTH WAITAKI DISTRICT,00:00:00,Oamaru,1500: MISCELLANEOUS FIRE (MIN),Monday
71,F3900217,22/01/2024 21:31:24,MOSGIEL DUNEDIN CITY,00:09:18,Mosgiel,1500: MISCELLANEOUS FIRE (MIN),Monday
72,F3900220,22/01/2024 21:34:00,WESTPORT BULLER DISTRICT,01:01:39,Westport,1200: MOBILE PROPERTY FIRE (STRU),Monday
73,F3900241,22/01/2024 22:09:44,SPEARGRASS FLAT QUEENSTOWN-LAKES DISTRICT,00:00:00,"Queenstown, Arrowtown","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Monday
74,F3900244,22/01/2024 22:41:18,HOLMES HILL WAITAKI DISTRICT,00:26:18,Oamaru,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Monday
75,F3900247,22/01/2024 22:46:31,FERNHILL QUEENSTOWN-LAKES DISTRICT,00:12:44,Queenstown,7100: FALSE ALARM (STRU),Monday
76,F3900262,22/01/2024 23:18:27,SPREYDON CHRISTCHURCH CITY,00:08:17,Spreydon,1500: MISCELLANEOUS FIRE (MIN),Monday
0,F3899145,21/01/2024 00:42:41,WALTHAM CHRISTCHURCH CITY,01:01:45,"Spreydon, Woolston","3100: RESCUE,EMERGENCY,MEDICAL CALL (SPRNKLR)",Sunday
1,F3899162,21/01/2024 01:31:32,RICCARTON CHRISTCHURCH CITY,00:17:49,"Ilam, Wigram",7100: FALSE ALARM (STRU),Sunday
2,F3899163,21/01/2024 01:34:21,NORTH DUNEDIN DUNEDIN CITY,00:00:00,Willowbank,1500: MISCELLANEOUS FIRE (MIN),Sunday
3,F3899170,21/01/2024 02:03:24,NORTH DUNEDIN DUNEDIN CITY,00:40:45,"Dunedin, Willowbank","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Sunday
4,F3899171,21/01/2024 02:03:00,WOODEND WAIMAKARIRI DISTRICT,00:17:00,Woodend,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Sunday
5,F3899178,21/01/2024 03:05:03,BURWOOD CHRISTCHURCH CITY,00:19:24,Anzac,7100: FALSE ALARM (MIN),Sunday
6,F3899180,21/01/2024 03:05:22,NELSON NELSON CITY,00:11:58,Nelson,1500: MISCELLANEOUS FIRE (MIN),Sunday
7,F3899191,21/01/2024 04:00:04,MILTON CLUTHA DISTRICT,00:00:00,Milton,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
8,F3899192,21/01/2024 04:00:33,HOON HAY CHRISTCHURCH CITY,00:00:00,"Spreydon, Wigram","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Sunday
9,F3899195,21/01/2024 04:02:45,LINWOOD CHRISTCHURCH CITY,00:36:19,Christchurch City,7100: FALSE ALARM (STRU),Sunday
10,F3899198,21/01/2024 04:28:13,SPREYDON CHRISTCHURCH CITY,00:00:00,Spreydon,"3100: RESCUE,EMERGENCY,MEDICAL CALL (RESC)",Sunday
11,F3899201,21/01/2024 04:32:51,RICCARTON CHRISTCHURCH CITY,00:20:36,"Ilam, Christchurch City, Redwood",7100: FALSE ALARM (SPRNKLR),Sunday
12,F3899202,21/01/2024 04:39:48,HEI HEI CHRISTCHURCH CITY,00:00:00,Wigram,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Sunday
13,F3899206,21/01/2024 04:54:38,BURNHAM SELWYN DISTRICT,00:00:00,"Rolleston, Dunsandel","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Sunday
14,F3899218,21/01/2024 06:17:40,WALTHAM CHRISTCHURCH CITY,00:00:00,Spreydon,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Sunday
15,F3899225,21/01/2024 06:41:46,CHEVIOT HURUNUI DISTRICT,00:00:00,Cheviot,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
16,F3899238,21/01/2024 07:11:08,KAIAPOI WAIMAKARIRI DISTRICT,00:00:00,Kaiapoi,1500: MISCELLANEOUS FIRE (MIN),Sunday
17,F3899241,21/01/2024 07:32:44,NORTH NEW BRIGHTON CHRISTCHURCH CITY,00:00:00,Anzac,1500: MISCELLANEOUS FIRE (MIN),Sunday
18,F3899258,21/01/2024 08:29:02,PORT CHALMERS DUNEDIN CITY,00:30:31,Port Chalmers,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Sunday
19,F3899259,21/01/2024 08:29:32,GLENAVY WAIMATE DISTRICT,00:00:00,Glenavy,1500: MISCELLANEOUS FIRE (MIN),Sunday
20,F3899284,21/01/2024 09:40:34,MARCHWIEL TIMARU DISTRICT,00:24:18,"Washdyke, Timaru",7100: FALSE ALARM (STRU),Sunday
21,F3899288,21/01/2024 09:45:08,UPPER CHARLTON GORE DISTRICT,00:49:34,Gore,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Sunday
22,F3899303,21/01/2024 10:11:57,SUMNER CHRISTCHURCH CITY,00:25:35,"Sumner, Woolston",1500: MISCELLANEOUS FIRE (STRU),Sunday
23,F3899312,21/01/2024 10:38:09,ARROWTOWN QUEENSTOWN-LAKES DISTRICT,00:26:39,Arrowtown,7100: FALSE ALARM (STRU),Sunday
24,F3899317,21/01/2024 10:45:28,CLYDE CENTRAL OTAGO DISTRICT,00:10:21,Clyde,1200: MOBILE PROPERTY FIRE (MIN),Sunday
25,F3899319,21/01/2024 10:46:37,PUKEURI WAITAKI DISTRICT,00:25:31,Oamaru,1500: MISCELLANEOUS FIRE (MIN),Sunday
26,F3899332,21/01/2024 11:17:52,CASEBROOK CHRISTCHURCH CITY,00:00:00,Redwood,7100: FALSE ALARM (MIN),Sunday
27,F3899352,21/01/2024 11:49:11,INVERCARGILL INVERCARGILL CITY,00:14:40,Invercargill,7100: FALSE ALARM (STRU),Sunday
28,F3899376,21/01/2024 12:34:25,MOUNT HUTT ASHBURTON DISTRICT,00:00:00,Methven,7100: FALSE ALARM (MIN),Sunday
29,F3899377,21/01/2024 12:39:20,WITHERLEA MARLBOROUGH DISTRICT,00:23:39,Blenheim,7100: FALSE ALARM (MIN),Sunday
30,F3899379,21/01/2024 12:39:20,HORNBY CHRISTCHURCH CITY,00:00:00,Wigram,1300: VEGETATION FIRE (VEG),Sunday
31,F3899394,21/01/2024 13:19:05,TAINUI DUNEDIN CITY,00:27:03,St Kilda,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Sunday
32,F3899402,21/01/2024 13:30:12,AVENAL INVERCARGILL CITY,00:28:16,Invercargill,7100: FALSE ALARM (STRU),Sunday
33,F3899405,21/01/2024 13:33:04,UPPER BULLER GORGE BULLER DISTRICT,00:00:00,Murchison,7100: FALSE ALARM (MIN),Sunday
34,F3899417,21/01/2024 14:21:14,BANKSIDE SELWYN DISTRICT,00:00:00,Rakaia,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Sunday
35,F3899423,21/01/2024 14:30:54,WAIMATE WAIMATE DISTRICT,00:16:10,Waimate,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Sunday
36,F3899438,21/01/2024 14:53:31,SEAVIEW TIMARU DISTRICT,00:08:27,Timaru,7100: FALSE ALARM (MIN),Sunday
37,F3899457,21/01/2024 15:31:42,MAYFIELD ASHBURTON DISTRICT,00:17:39,Mayfield,7100: FALSE ALARM (MIN),Sunday
38,F3899466,21/01/2024 15:46:22,MOTUEKA TASMAN DISTRICT,00:42:18,"Motueka, Tasman","3100: RESCUE,EMERGENCY,MEDICAL CALL (RESC)",Sunday
39,F3899475,21/01/2024 15:47:06,STOKE NELSON CITY,00:14:26,Stoke,1500: MISCELLANEOUS FIRE (MIN),Sunday
40,F3899485,21/01/2024 16:13:18,BROMLEY CHRISTCHURCH CITY,00:00:00,"Woolston, Christchurch City","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Sunday
41,F3899494,21/01/2024 16:38:21,BROOMFIELD CHRISTCHURCH CITY,00:00:00,Wigram,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
42,F3899506,21/01/2024 17:03:04,REDAN SOUTHLAND DISTRICT,00:18:18,Edendale,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Sunday
43,F3899527,21/01/2024 18:02:58,GLASNEVIN HURUNUI DISTRICT,00:50:36,Waipara,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Sunday
44,F3899532,21/01/2024 18:13:30,SAINT KILDA DUNEDIN CITY,00:19:45,St Kilda,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Sunday
45,F3899536,21/01/2024 18:16:34,ADDINGTON CHRISTCHURCH CITY,00:31:59,Spreydon,1200: MOBILE PROPERTY FIRE (MIN),Sunday
46,F3899537,21/01/2024 18:18:08,WYNDHAM SOUTHLAND DISTRICT,00:00:00,Edendale,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Sunday
47,F3899544,21/01/2024 18:20:30,GREEN ISLAND DUNEDIN CITY,00:00:00,Lookout Point,1500: MISCELLANEOUS FIRE (MIN),Sunday
48,F3899545,21/01/2024 18:24:35,BLUFF INVERCARGILL CITY,00:00:00,Bluff,1300: VEGETATION FIRE (MIN),Sunday
49,F3899555,21/01/2024 19:10:39,THE PEAKS HURUNUI DISTRICT,00:00:00,"Hawarden, Hurunui",1300: VEGETATION FIRE (VEG),Sunday
50,F3899556,21/01/2024 19:22:40,PARKLANDS CHRISTCHURCH CITY,00:12:30,Anzac,1500: MISCELLANEOUS FIRE (MIN),Sunday
51,F3899557,21/01/2024 19:22:29,MOTUEKA TASMAN DISTRICT,00:00:00,Motueka,1500: MISCELLANEOUS FIRE (MIN),Sunday
52,F3899563,21/01/2024 19:39:38,INCH CLUTHA CLUTHA DISTRICT,00:00:00,"Kaitangata, Balclutha","3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
53,F3899565,21/01/2024 19:42:34,SPENCERVILLE CHRISTCHURCH CITY,00:22:48,Spencerville,1500: MISCELLANEOUS FIRE (MIN),Sunday
54,F3899567,21/01/2024 19:52:45,WAVERLEY DUNEDIN CITY,00:00:00,St Kilda,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Sunday
55,F3899568,21/01/2024 19:54:05,BURNHAM SELWYN DISTRICT,00:00:00,Rolleston,1500: MISCELLANEOUS FIRE (MIN),Sunday
56,F3899574,21/01/2024 20:05:29,WEST END TIMARU DISTRICT,00:00:00,"Timaru, Washdyke","1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZGAS)",Sunday
57,F3899578,21/01/2024 20:10:37,TEMUKA TIMARU DISTRICT,00:00:00,Temuka,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Sunday
58,F3899581,21/01/2024 20:19:55,WAIKUKU BEACH WAIMAKARIRI DISTRICT,00:26:46,"Waikuku Beach, Woodend",1500: MISCELLANEOUS FIRE (MIN),Sunday
59,F3899594,21/01/2024 20:55:01,BISHOPDALE CHRISTCHURCH CITY,00:14:54,Redwood,1500: MISCELLANEOUS FIRE (MIN),Sunday
60,F3899606,21/01/2024 21:26:09,OMARAMA WAITAKI DISTRICT,00:00:00,Omarama,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Sunday
61,F3899607,21/01/2024 21:26:39,KENSINGTON TIMARU DISTRICT,00:25:39,Timaru,1500: MISCELLANEOUS FIRE (MIN),Sunday
62,F3899616,21/01/2024 21:41:04,SPRINGLANDS MARLBOROUGH DISTRICT,00:23:54,Blenheim,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
63,F3899623,21/01/2024 22:02:25,ROLLESTON SELWYN DISTRICT,00:00:00,Rolleston,1500: MISCELLANEOUS FIRE (MIN),Sunday
64,F3899627,21/01/2024 22:17:28,ARANUI CHRISTCHURCH CITY,00:00:00,"Anzac, Woolston",7100: FALSE ALARM (STRU),Sunday
65,F3899629,21/01/2024 22:19:54,HALFWAY BUSH DUNEDIN CITY,00:00:00,"Roslyn, Willowbank","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Sunday
66,F3899631,21/01/2024 22:34:05,STEPNEYVILLE NELSON CITY,00:00:00,Nelson,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Sunday
67,F3899636,21/01/2024 23:19:46,WAKEFIELD TASMAN DISTRICT,00:28:33,Wakefield,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Sunday
68,F3899637,21/01/2024 23:20:25,ARNOLD VALLEY GREY DISTRICT,02:25:00,"Ngahere, Brunner, Moana, Cobden, Greymouth",1100: STRUCTURE FIRE (STRU),Sunday
69,F3899643,21/01/2024 23:45:57,BISHOPDALE CHRISTCHURCH CITY,00:18:29,Redwood,7100: FALSE ALARM (MIN),Sunday
0,F3898622,20/01/2024 00:29:14,BROOMFIELD CHRISTCHURCH CITY,00:19:45,Wigram,1500: MISCELLANEOUS FIRE (MIN),Saturday
1,F3898631,20/01/2024 01:10:33,RICCARTON CHRISTCHURCH CITY,00:13:27,Ilam,1500: MISCELLANEOUS FIRE (MIN),Saturday
2,F3898635,20/01/2024 01:30:09,KAITANGATA CLUTHA DISTRICT,00:00:00,Kaitangata,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Saturday
3,F3898637,20/01/2024 01:51:49,YALDHURST CHRISTCHURCH CITY,00:17:52,"Christchurch Airport, Ilam, Redwood",7100: FALSE ALARM (SPRNKLR),Saturday
4,F3898644,20/01/2024 02:06:42,DUVAUCHELLE CHRISTCHURCH CITY,00:33:40,Akaroa,7100: FALSE ALARM (STRU),Saturday
5,F3898645,20/01/2024 02:08:22,STOKE NELSON CITY,00:46:51,Nelson,7100: FALSE ALARM (STRU),Saturday
6,F3898646,20/01/2024 02:09:28,GUMMIES BUSH SOUTHLAND DISTRICT,00:50:19,"Riverton, Otautau, Thornbury",1300: VEGETATION FIRE (VEG),Saturday
7,F3898650,20/01/2024 02:45:28,TIWAI POINT INVERCARGILL CITY,00:47:38,"Kingswell, Invercargill",1200: MOBILE PROPERTY FIRE (MIN),Saturday
8,F3898654,20/01/2024 03:31:19,NELSON SOUTH NELSON CITY,00:16:43,Nelson,7100: FALSE ALARM (STRU),Saturday
9,F3898665,20/01/2024 04:12:16,OTEMATATA WAITAKI DISTRICT,00:00:00,Otematata,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Saturday
10,F3898674,20/01/2024 05:02:30,TEDDINGTON CHRISTCHURCH CITY,00:00:00,Governors Bay,1300: VEGETATION FIRE (VEG),Saturday
11,F3898684,20/01/2024 06:07:07,NELSON SOUTH NELSON CITY,00:00:00,Nelson,7100: FALSE ALARM (MIN),Saturday
12,F3898692,20/01/2024 06:59:49,WAIMAIRI BEACH CHRISTCHURCH CITY,00:00:00,Anzac,7100: FALSE ALARM (STRU),Saturday
13,F3898703,20/01/2024 07:45:25,RICHMOND TASMAN DISTRICT,00:33:11,Richmond,7100: FALSE ALARM (STRU),Saturday
14,F3898726,20/01/2024 08:43:56,NELSON SOUTH NELSON CITY,00:00:00,Nelson,1500: MISCELLANEOUS FIRE (MIN),Saturday
15,F3898735,20/01/2024 09:11:07,KAIRAKI WAIMAKARIRI DISTRICT,00:27:21,"Pines Beach, Kaiapoi",1500: MISCELLANEOUS FIRE (MIN),Saturday
16,F3898736,20/01/2024 09:13:56,MATAURA GORE DISTRICT,00:47:25,Mataura,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
17,F3898747,20/01/2024 09:31:48,HILLMORTON CHRISTCHURCH CITY,00:22:08,Spreydon,7100: FALSE ALARM (MIN),Saturday
18,F3898766,20/01/2024 10:18:08,DUNEDIN CENTRAL DUNEDIN CITY,00:18:05,"Dunedin, Roslyn",7100: FALSE ALARM (STRU),Saturday
19,F3898797,20/01/2024 11:25:45,PREBBLETON SELWYN DISTRICT,00:24:53,Wigram,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (NAT2),Saturday
20,F3898798,20/01/2024 11:26:55,LOWER MOUTERE TASMAN DISTRICT,00:00:00,Motueka,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Saturday
21,F3898803,20/01/2024 11:31:12,LUMSDEN SOUTHLAND DISTRICT,00:23:57,Lumsden,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Saturday
22,F3898807,20/01/2024 11:38:34,ADAIR TIMARU DISTRICT,00:19:34,Timaru,1300: VEGETATION FIRE (VEG),Saturday
23,F3898829,20/01/2024 12:11:31,CHRISTCHURCH CENTRAL CHRISTCHURCH CITY,00:00:00,Christchurch City,7100: FALSE ALARM (STRU),Saturday
24,F3898840,20/01/2024 12:33:33,HALSWELL CHRISTCHURCH CITY,00:48:25,"Wigram, Lincoln",1300: VEGETATION FIRE (VEG),Saturday
25,F3898847,20/01/2024 12:51:25,MOANA GREY DISTRICT,00:00:00,Moana,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Saturday
26,F3898862,20/01/2024 13:28:35,HORNBY SOUTH CHRISTCHURCH CITY,00:18:00,"Wigram, Spreydon",7100: FALSE ALARM (STRU),Saturday
27,F3898864,20/01/2024 13:34:18,KAIAPOI WAIMAKARIRI DISTRICT,00:15:48,Kaiapoi,7100: FALSE ALARM (STRU),Saturday
28,F3898868,20/01/2024 13:37:53,TIMARU PORT TIMARU DISTRICT,00:19:06,Timaru,7100: FALSE ALARM (STRU),Saturday
29,F3898870,20/01/2024 13:38:32,SEADOWN TIMARU DISTRICT,02:26:19,"Washdyke, Temuka, Timaru",1100: STRUCTURE FIRE (STRU),Saturday
30,F3898881,20/01/2024 13:50:01,KAITERITERI TASMAN DISTRICT,01:32:41,"Kaiteriteri, Motueka","3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Saturday
31,F3898883,20/01/2024 13:50:10,MERIVALE CHRISTCHURCH CITY,00:27:53,Christchurch City,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Saturday
32,F3898892,20/01/2024 13:59:56,CHRISTCHURCH CENTRAL CHRISTCHURCH CITY,00:18:18,"Spreydon, Christchurch City","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Saturday
33,F3898905,20/01/2024 14:23:20,PORT CHALMERS DUNEDIN CITY,00:00:00,"Port Chalmers, Ravensbourne","3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Saturday
34,F3898908,20/01/2024 14:28:28,MAUNGATI WAIMATE DISTRICT,00:00:00,Saint Andrews,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Saturday
35,F3898915,20/01/2024 14:43:21,KIRWEE SELWYN DISTRICT,00:21:58,Kirwee,1300: VEGETATION FIRE (VEG),Saturday
36,F3898918,20/01/2024 14:51:40,SWANNANOA WAIMAKARIRI DISTRICT,16:57:25,"Swannanoa, Kaiapoi, Pines Beach, Spencerville, Woodend, Rangiora, West Melton, Wigram, Canterbury High Country, Southbridge, Hawarden, Hurunui, Anzac, Waipara",1300: VEGETATION FIRE (VEG),Saturday
37,F3898922,20/01/2024 14:53:14,PEEL FOREST TIMARU DISTRICT,00:00:00,Peel Forest,1300: VEGETATION FIRE (VEG),Saturday
38,F3898924,20/01/2024 14:55:09,PORT CHALMERS DUNEDIN CITY,00:00:00,Port Chalmers,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Saturday
39,F3898927,20/01/2024 15:09:17,DUMMY BAY TASMAN DISTRICT,00:00:00,"Motueka, Marahau",1500: MISCELLANEOUS FIRE (MIN),Saturday
40,F3898930,20/01/2024 15:13:21,SAWYERS BAY DUNEDIN CITY,00:00:00,"Ravensbourne, Port Chalmers, Dunedin",1300: VEGETATION FIRE (STRU),Saturday
41,F3898933,20/01/2024 15:15:26,BISHOPDALE CHRISTCHURCH CITY,00:00:00,Ilam,7100: FALSE ALARM (MIN),Saturday
42,F3898934,20/01/2024 15:18:28,SOMERFIELD CHRISTCHURCH CITY,00:00:00,Spreydon,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Saturday
43,F3898935,20/01/2024 15:17:41,LOBURN WAIMAKARIRI DISTRICT,00:00:00,Rangiora,7100: FALSE ALARM (MIN),Saturday
44,F3898937,20/01/2024 15:20:29,WOODEND WAIMAKARIRI DISTRICT,00:00:00,Woodend,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Saturday
45,F3898939,20/01/2024 15:23:43,TURNBULL THOMSON PARK INVERCARGILL CITY,00:41:34,Invercargill,1100: STRUCTURE FIRE (STRU),Saturday
46,F3898942,20/01/2024 15:25:13,HAWEA FLAT QUEENSTOWN-LAKES DISTRICT,00:00:00,Lake Hawea,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Saturday
47,F3898950,20/01/2024 15:41:07,ROLLESTON SELWYN DISTRICT,00:23:07,"Rolleston, Wigram",7100: FALSE ALARM (SPRNKLR),Saturday
48,F3898958,20/01/2024 15:48:23,ADDINGTON CHRISTCHURCH CITY,00:16:56,"Spreydon, Christchurch City",7100: FALSE ALARM (SPRNKLR),Saturday
49,F3898959,20/01/2024 15:49:14,SHIRLEY CHRISTCHURCH CITY,00:10:13,Anzac,7100: FALSE ALARM (MIN),Saturday
50,F3898962,20/01/2024 15:52:41,SYDENHAM CHRISTCHURCH CITY,00:00:00,Christchurch City,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Saturday
51,F3898966,20/01/2024 16:02:42,BISHOPDALE CHRISTCHURCH CITY,00:13:53,Ilam,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
52,F3898972,20/01/2024 16:08:19,RAPAURA MARLBOROUGH DISTRICT,01:07:03,"Renwick, RNZAF Base Woodbourne",1500: MISCELLANEOUS FIRE (MIN),Saturday
