,Incident number,Date and time,Location,Duration,Attending Stations/Brigades,Result,Day
40,F3900103,22/01/2024 17:27:24,OTAKI KAPITI COAST DISTRICT,00:16:55,Otaki,7100: FALSE ALARM (STRU),Monday
41,F3900105,22/01/2024 17:34:05,TARADALE NAPIER CITY,00:16:46,"Taradale, Napier",7100: FALSE ALARM (SPRNKLR),Monday
42,F3900122,22/01/2024 18:11:50,MAKAURI GISBORNE DISTRICT,00:00:00,Gisborne,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Monday
43,F3900128,22/01/2024 18:21:27,JOHNSONVILLE WELLINGTON CITY,00:00:00,Johnsonville,1500: MISCELLANEOUS FIRE (MIN),Monday
44,F3900133,22/01/2024 18:26:17,ARAMOHO WHANGANUI DISTRICT,00:00:00,Whanganui,1500: MISCELLANEOUS FIRE (MIN),Monday
45,F3900144,22/01/2024 18:46:42,BERHAMPORE WELLINGTON CITY,00:08:17,"Newtown, Wellington City",7100: FALSE ALARM (STRU),Monday
46,F3900148,22/01/2024 18:52:49,KENEPURU PORIRUA CITY,00:11:17,Porirua,7100: FALSE ALARM (MIN),Monday
47,F3900154,22/01/2024 18:57:01,ASHHURST PALMERSTON NORTH CITY,00:27:24,Ashhurst,1500: MISCELLANEOUS FIRE (MIN),Monday
48,F3900177,22/01/2024 19:24:56,SENTRY HILL NEW PLYMOUTH DISTRICT,00:00:00,"New Plymouth, Waitara",1300: VEGETATION FIRE (VEG),Monday
49,F3900183,22/01/2024 19:46:41,TOTARA PARK UPPER HUTT CITY,00:18:25,"Remutaka, Trentham",7100: FALSE ALARM (STRU),Monday
50,F3900186,22/01/2024 20:15:20,LONGBURN PALMERSTON NORTH CITY,00:00:00,"Palmerston North, Rongotea, Palmerston North VFB",1300: VEGETATION FIRE (VEG),Monday
51,F3900193,22/01/2024 20:30:06,AWAPUNI GISBORNE DISTRICT,00:00:00,Gisborne,7100: FALSE ALARM (STRU),Monday
52,F3900210,22/01/2024 21:06:21,FLAXMERE HASTINGS DISTRICT,00:00:00,Hastings,1500: MISCELLANEOUS FIRE (MIN),Monday
53,F3900211,22/01/2024 21:08:11,BIRCHVILLE UPPER HUTT CITY,00:00:00,Remutaka,7100: FALSE ALARM (MIN),Monday
54,F3900236,22/01/2024 21:49:13,WAINUIOMATA LOWER HUTT CITY,00:00:00,Wainuiomata,1500: MISCELLANEOUS FIRE (MIN),Monday
55,F3900245,22/01/2024 22:44:46,NEWTOWN WELLINGTON CITY,00:11:00,"Newtown, Wellington City",7100: FALSE ALARM (SPRNKLR),Monday
56,F3900249,22/01/2024 22:49:59,MARTON RANGITIKEI DISTRICT,00:18:19,Marton,7100: FALSE ALARM (SPRNKLR),Monday
57,F3900256,22/01/2024 22:56:31,MARTON RANGITIKEI DISTRICT,00:00:00,"Bulls, Marton",1200: MOBILE PROPERTY FIRE (MIN),Monday
58,F3900260,22/01/2024 23:09:25,MAUPUIA WELLINGTON CITY,00:00:00,Kilbirnie,"3100: RESCUE,EMERGENCY,MEDICAL CALL (RESC)",Monday
59,F3900261,22/01/2024 23:16:23,ROSLYN PALMERSTON NORTH CITY,00:00:00,Milson,1500: MISCELLANEOUS FIRE (MIN),Monday
60,F3900273,22/01/2024 23:49:28,NEW PLYMOUTH NEW PLYMOUTH DISTRICT,00:11:08,New Plymouth,7100: FALSE ALARM (SPRNKLR),Monday
61,F3900274,22/01/2024 23:49:04,ISLAND BAY WELLINGTON CITY,00:00:00,Newtown,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Monday
62,F3900276,22/01/2024 23:52:23,MERRILANDS NEW PLYMOUTH DISTRICT,00:00:00,New Plymouth,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Monday
0,F3899135,21/01/2024 00:05:12,MATAWHERO GISBORNE DISTRICT,00:00:00,"Gisborne, Eastland",1100: STRUCTURE FIRE (STRU),Sunday
1,F3899144,21/01/2024 00:40:32,KHANDALLAH WELLINGTON CITY,00:12:09,Johnsonville,7100: FALSE ALARM (STRU),Sunday
2,F3899157,21/01/2024 01:11:58,WHANGANUI WHANGANUI DISTRICT,00:16:20,Whanganui,7100: FALSE ALARM (STRU),Sunday
3,F3899158,21/01/2024 01:20:11,WAINUIOMATA LOWER HUTT CITY,00:00:00,Wainuiomata,7100: FALSE ALARM (STRU),Sunday
4,F3899164,21/01/2024 01:41:17,NGAURANGA WELLINGTON CITY,00:46:55,"Johnsonville, Thorndon, Wellington City",7100: FALSE ALARM (STRU),Sunday
5,F3899165,21/01/2024 01:49:22,WESTMERE WHANGANUI DISTRICT,00:00:00,Whanganui,1200: MOBILE PROPERTY FIRE (MIN),Sunday
6,F3899172,21/01/2024 02:09:32,AHURIRI NAPIER CITY,00:11:15,Napier,7100: FALSE ALARM (STRU),Sunday
7,F3899175,21/01/2024 02:38:16,AKINA HASTINGS DISTRICT,00:00:00,Hastings,1500: MISCELLANEOUS FIRE (MIN),Sunday
8,F3899176,21/01/2024 02:48:47,HOKOWHITU PALMERSTON NORTH CITY,00:00:00,Palmerston North,1100: STRUCTURE FIRE (MIN),Sunday
9,F3899177,21/01/2024 02:51:44,STOKES VALLEY LOWER HUTT CITY,00:00:00,Stokes Valley,7100: FALSE ALARM (MIN),Sunday
10,F3899184,21/01/2024 03:09:34,WAITARERE BEACH HOROWHENUA DISTRICT,00:29:22,Waitarere Beach,7100: FALSE ALARM (STRU),Sunday
11,F3899186,21/01/2024 03:20:11,NAENAE LOWER HUTT CITY,00:00:00,Avalon,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Sunday
12,F3899193,21/01/2024 03:59:38,WAERENGAAHIKA GISBORNE DISTRICT,00:00:00,Gisborne,1200: MOBILE PROPERTY FIRE (MIN),Sunday
13,F3899200,21/01/2024 04:31:39,TAKAPAU CENTRAL HAWKES BAY DISTRICT,00:00:00,Takapau,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Sunday
14,F3899203,21/01/2024 04:41:14,GONVILLE WHANGANUI DISTRICT,00:00:00,Whanganui,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Sunday
15,F3899210,21/01/2024 05:34:55,FITZROY NEW PLYMOUTH DISTRICT,00:00:00,New Plymouth,7100: FALSE ALARM (MIN),Sunday
16,F3899230,21/01/2024 06:57:07,LEVIN HOROWHENUA DISTRICT,00:00:00,Levin,7100: FALSE ALARM (STRU),Sunday
17,F3899249,21/01/2024 07:57:32,SOUTH FEATHERSTON SOUTH WAIRARAPA DISTRICT,00:00:00,Featherston,1300: VEGETATION FIRE (VEG),Sunday
18,F3899263,21/01/2024 08:49:31,NEW PLYMOUTH NEW PLYMOUTH DISTRICT,00:00:00,New Plymouth,7100: FALSE ALARM (SPRNKLR),Sunday
19,F3899264,21/01/2024 08:53:39,PARAPARAUMU KAPITI COAST DISTRICT,00:00:00,Paraparaumu,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
20,F3899267,21/01/2024 08:59:04,WAIPAWA CENTRAL HAWKES BAY DISTRICT,00:00:00,Waipawa,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
21,F3899271,21/01/2024 09:06:16,MAREWA NAPIER CITY,00:00:00,Napier,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (EXERCISE),Sunday
22,F3899272,21/01/2024 09:07:48,SPOTSWOOD NEW PLYMOUTH DISTRICT,00:00:00,"New Plymouth, New Plymouth West",1500: MISCELLANEOUS FIRE (MIN),Sunday
23,F3899278,21/01/2024 09:24:29,TAWA WELLINGTON CITY,00:17:36,Tawa,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Sunday
24,F3899296,21/01/2024 10:08:04,CLIVE HASTINGS DISTRICT,00:13:06,"Hastings, Napier",7100: FALSE ALARM (STRU),Sunday
25,F3899298,21/01/2024 10:09:23,MARTINBOROUGH SOUTH WAIRARAPA DISTRICT,00:00:00,Martinborough,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Sunday
26,F3899304,21/01/2024 10:13:19,HERETAUNGA UPPER HUTT CITY,00:00:00,Trentham,7100: FALSE ALARM (MIN),Sunday
27,F3899313,21/01/2024 10:42:08,WAIKANAE KAPITI COAST DISTRICT,00:12:52,Waikanae,7100: FALSE ALARM (MIN),Sunday
28,F3899316,21/01/2024 10:43:10,WAERENGAOKURI GISBORNE DISTRICT,00:35:10,"Gisborne, Eastland",1200: MOBILE PROPERTY FIRE (MIN),Sunday
29,F3899322,21/01/2024 10:55:37,SAINT JOHNS HILL WHANGANUI DISTRICT,00:00:00,Whanganui,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Sunday
30,F3899329,21/01/2024 11:11:38,NAPIER SOUTH NAPIER CITY,00:11:17,Napier,7100: FALSE ALARM (STRU),Sunday
31,F3899363,21/01/2024 12:09:09,WAIKANAE KAPITI COAST DISTRICT,00:00:00,Waikanae,1500: MISCELLANEOUS FIRE (MIN),Sunday
32,F3899369,21/01/2024 12:19:22,NEWTOWN WELLINGTON CITY,00:00:00,Newtown,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
33,F3899375,21/01/2024 12:36:17,PAEKAKARIKI HILL PORIRUA CITY,00:00:00,"Paraparaumu, Porirua","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Sunday
34,F3899389,21/01/2024 13:05:31,SOLWAY MASTERTON DISTRICT,00:29:31,Masterton,1500: MISCELLANEOUS FIRE (MIN),Sunday
35,F3899390,21/01/2024 13:06:56,NEWTOWN WELLINGTON CITY,00:14:14,"Wellington City, Brooklyn",7100: FALSE ALARM (SPRNKLR),Sunday
36,F3899397,21/01/2024 13:25:31,AWATOTO NAPIER CITY,04:27:00,Napier,1500: MISCELLANEOUS FIRE (MIN),Sunday
37,F3899398,21/01/2024 13:27:22,TE ARO WELLINGTON CITY,00:00:00,Wellington City,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Sunday
38,F3899406,21/01/2024 13:38:02,KENEPURU PORIRUA CITY,00:35:49,Porirua,7100: FALSE ALARM (STRU),Sunday
39,F3899408,21/01/2024 13:43:57,ARAMOHO WHANGANUI DISTRICT,00:14:59,Whanganui,7100: FALSE ALARM (SPRNKLR),Sunday
40,F3899413,21/01/2024 14:07:03,HAVELOCK NORTH HASTINGS DISTRICT,00:00:00,"Havelock North, Hastings",7100: FALSE ALARM (STRU),Sunday
41,F3899430,21/01/2024 14:41:33,LEVIN HOROWHENUA DISTRICT,00:19:51,Levin,7100: FALSE ALARM (STRU),Sunday
42,F3899434,21/01/2024 14:46:38,WAITARA NEW PLYMOUTH DISTRICT,00:00:00,Waitara,1500: MISCELLANEOUS FIRE (MIN),Sunday
43,F3899455,21/01/2024 15:25:58,ROSLYN PALMERSTON NORTH CITY,00:23:45,"Milson, Palmerston North",7100: FALSE ALARM (SPRNKLR),Sunday
44,F3899462,21/01/2024 15:39:12,PETONE LOWER HUTT CITY,00:10:14,"Seaview, Avalon",7100: FALSE ALARM (STRU),Sunday
45,F3899463,21/01/2024 15:42:53,JOHNSONVILLE WELLINGTON CITY,00:22:10,"Johnsonville, Newlands",7100: FALSE ALARM (STRU),Sunday
46,F3899468,21/01/2024 15:47:41,WAIWHAKAIHO NEW PLYMOUTH DISTRICT,00:19:18,New Plymouth,7100: FALSE ALARM (STRU),Sunday
47,F3899483,21/01/2024 16:10:34,MIRAMAR WELLINGTON CITY,00:00:00,Kilbirnie,"1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (HAZGAS)",Sunday
48,F3899490,21/01/2024 16:26:42,STRATHMORE PARK WELLINGTON CITY,00:00:00,"Kilbirnie, Newtown",7100: FALSE ALARM (SPRNKLR),Sunday
49,F3899491,21/01/2024 16:31:48,NEW PLYMOUTH NEW PLYMOUTH DISTRICT,00:13:54,New Plymouth,7100: FALSE ALARM (STRU),Sunday
50,F3899495,21/01/2024 16:39:42,HICKS BAY GISBORNE DISTRICT,00:00:00,Hicks Bay,7100: FALSE ALARM (STRU),Sunday
51,F3899529,21/01/2024 18:07:49,WELLINGTON CENTRAL WELLINGTON CITY,00:00:00,"Wellington City, Thorndon",9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Sunday
52,F3899530,21/01/2024 18:07:46,GONVILLE WHANGANUI DISTRICT,00:18:03,Whanganui,7100: FALSE ALARM (STRU),Sunday
53,F3899531,21/01/2024 18:08:12,CLOVERLEA PALMERSTON NORTH CITY,00:14:28,"Milson, Palmerston North",7100: FALSE ALARM (STRU),Sunday
54,F3899534,21/01/2024 18:14:24,MARAENUI NAPIER CITY,00:00:00,Napier,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Sunday
55,F3899538,21/01/2024 18:17:15,KOROKORO LOWER HUTT CITY,00:00:00,Seaview,7100: FALSE ALARM (MIN),Sunday
56,F3899546,21/01/2024 18:32:28,TRENTHAM UPPER HUTT CITY,00:21:29,"Remutaka, Trentham",7100: FALSE ALARM (STRU),Sunday
57,F3899554,21/01/2024 18:59:02,TAWA WELLINGTON CITY,00:00:00,Tawa,7100: FALSE ALARM (MIN),Sunday
58,F3899561,21/01/2024 19:38:05,KAITOKE WHANGANUI DISTRICT,00:00:00,Whanganui,1500: MISCELLANEOUS FIRE (MIN),Sunday
59,F3899585,21/01/2024 20:26:41,HATAITAI WELLINGTON CITY,00:00:00,Kilbirnie,7100: FALSE ALARM (MIN),Sunday
60,F3899590,21/01/2024 20:42:38,OCEAN BEACH SOUTH WAIRARAPA DISTRICT,00:00:00,Featherston,1500: MISCELLANEOUS FIRE (MIN),Sunday
61,F3899591,21/01/2024 20:46:16,AOKAUTERE PALMERSTON NORTH CITY,00:00:00,Palmerston North,1500: MISCELLANEOUS FIRE (MIN),Sunday
62,F3899595,21/01/2024 20:55:40,PARAPARAUMU BEACH KAPITI COAST DISTRICT,00:00:00,Paraparaumu,1500: MISCELLANEOUS FIRE (MIN),Sunday
63,F3899602,21/01/2024 21:13:39,MIRAMAR WELLINGTON CITY,00:00:00,Kilbirnie,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Sunday
64,F3899612,21/01/2024 21:36:06,EASTBOURNE LOWER HUTT CITY,00:00:00,Eastbourne,1500: MISCELLANEOUS FIRE (MIN),Sunday
65,F3899613,21/01/2024 21:36:57,CAMBORNE PORIRUA CITY,00:23:18,"Porirua, Plimmerton",7100: FALSE ALARM (MIN),Sunday
66,F3899618,21/01/2024 21:50:04,PALMERSTON NORTH PALMERSTON NORTH CITY,00:00:00,Palmerston North,1500: MISCELLANEOUS FIRE (MIN),Sunday
67,F3899626,21/01/2024 22:15:08,NAPIER SOUTH NAPIER CITY,00:00:00,Napier,1500: MISCELLANEOUS FIRE (MIN),Sunday
68,F3899640,21/01/2024 23:36:55,TITAHI BAY PORIRUA CITY,00:17:33,"Titahi Bay, Porirua",7100: FALSE ALARM (MIN),Sunday
69,F3899644,21/01/2024 23:52:34,DURIE HILL WHANGANUI DISTRICT,00:00:00,Whanganui,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Sunday
70,F3899645,21/01/2024 23:54:52,CHURTON PARK WELLINGTON CITY,00:00:00,Johnsonville,1500: MISCELLANEOUS FIRE (MIN),Sunday
0,F3898620,20/01/2024 00:20:19,PETONE LOWER HUTT CITY,00:00:00,"Seaview, Avalon",7100: FALSE ALARM (STRU),Saturday
1,F3898643,20/01/2024 01:59:48,WEST END PALMERSTON NORTH CITY,00:00:00,Palmerston North,7100: FALSE ALARM (STRU),Saturday
2,F3898651,20/01/2024 02:48:43,WELLINGTON CENTRAL WELLINGTON CITY,00:10:40,"Thorndon, Wellington City, Karori",7100: FALSE ALARM (STRU),Saturday
3,F3898657,20/01/2024 03:38:39,MARFELL NEW PLYMOUTH DISTRICT,00:00:00,New Plymouth,1500: MISCELLANEOUS FIRE (MIN),Saturday
4,F3898658,20/01/2024 03:46:01,TAWA WELLINGTON CITY,02:28:15,"Tawa, Porirua",1300: VEGETATION FIRE (VEG),Saturday
5,F3898660,20/01/2024 03:49:40,OTAKI KAPITI COAST DISTRICT,00:00:00,Otaki,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Saturday
6,F3898663,20/01/2024 04:03:16,OTAKI KAPITI COAST DISTRICT,00:00:00,Otaki,1200: MOBILE PROPERTY FIRE (MIN),Saturday
7,F3898668,20/01/2024 04:35:45,SEAVIEW LOWER HUTT CITY,00:00:00,Seaview,1200: MOBILE PROPERTY FIRE (MIN),Saturday
8,F3898691,20/01/2024 06:58:23,CASTLECLIFF WHANGANUI DISTRICT,00:57:20,Whanganui,1500: MISCELLANEOUS FIRE (STRU),Saturday
9,F3898701,20/01/2024 07:37:07,ARAMOHO WHANGANUI DISTRICT,00:14:06,Whanganui,7100: FALSE ALARM (STRU),Saturday
10,F3898704,20/01/2024 07:46:18,BRIXTON NEW PLYMOUTH DISTRICT,00:34:31,Waitara,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
11,F3898711,20/01/2024 07:54:09,WAIKANAE KAPITI COAST DISTRICT,00:11:43,Waikanae,7100: FALSE ALARM (SPRNKLR),Saturday
12,F3898712,20/01/2024 07:58:02,WAVERLEY SOUTH TARANAKI DISTRICT,00:00:00,Waverley,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Saturday
13,F3898717,20/01/2024 08:23:02,KENEPURU PORIRUA CITY,00:00:00,Porirua,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
14,F3898723,20/01/2024 08:34:21,MARTINBOROUGH SOUTH WAIRARAPA DISTRICT,00:00:00,Martinborough,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MEDFR)",Saturday
15,F3898729,20/01/2024 08:50:16,WELLINGTON CENTRAL WELLINGTON CITY,00:04:00,"Wellington City, Thorndon",7100: FALSE ALARM (SPRNKLR),Saturday
16,F3898730,20/01/2024 08:51:33,TOLAGA BAY GISBORNE DISTRICT,00:00:00,Tolaga Bay,1500: MISCELLANEOUS FIRE (MIN),Saturday
17,F3898737,20/01/2024 09:15:23,MAUNGARAKI LOWER HUTT CITY,00:00:00,Avalon,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Saturday
18,F3898741,20/01/2024 09:17:53,TOTARA PARK UPPER HUTT CITY,00:23:19,"Remutaka, Trentham",7100: FALSE ALARM (STRU),Saturday
19,F3898756,20/01/2024 09:57:00,AWATOTO NAPIER CITY,00:00:00,"Napier, Hastings",1500: MISCELLANEOUS FIRE (MIN),Saturday
20,F3898776,20/01/2024 10:43:12,FRIMLEY HASTINGS DISTRICT,00:00:00,Hastings,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Saturday
21,F3898778,20/01/2024 10:53:59,WELLINGTON CENTRAL WELLINGTON CITY,00:08:42,"Wellington City, Karori",7100: FALSE ALARM (SPRNKLR),Saturday
22,F3898784,20/01/2024 11:04:19,MANUTUKE GISBORNE DISTRICT,00:18:05,Manutuke,7100: FALSE ALARM (MIN),Saturday
23,F3898785,20/01/2024 11:05:20,PALMERSTON NORTH PALMERSTON NORTH CITY,00:11:43,"Palmerston North, Milson",7100: FALSE ALARM (STRU),Saturday
24,F3898804,20/01/2024 11:33:59,GISBORNE GISBORNE DISTRICT,00:00:00,Gisborne,7100: FALSE ALARM (STRU),Saturday
25,F3898810,20/01/2024 11:40:37,KARORI WELLINGTON CITY,00:00:00,Karori,"1400: CHEMICAL, FLAMMABLE LIQUID, GAS FIRE (MIN)",Saturday
26,F3898825,20/01/2024 12:05:54,HATAITAI WELLINGTON CITY,00:13:52,"Wellington City, Newtown, Kilbirnie",7100: FALSE ALARM (STRU),Saturday
27,F3898831,20/01/2024 12:13:19,TE ARO WELLINGTON CITY,00:14:59,"Thorndon, Newtown",7100: FALSE ALARM (SPRNKLR),Saturday
28,F3898836,20/01/2024 12:20:52,KELBURN WELLINGTON CITY,00:18:50,Karori,7100: FALSE ALARM (MIN),Saturday
29,F3898842,20/01/2024 12:37:24,TIRAUMEA TARARUA DISTRICT,00:00:00,"Tiraumea, Eketahuna",1300: VEGETATION FIRE (VEG),Saturday
30,F3898848,20/01/2024 12:54:43,TE HAROTO HASTINGS DISTRICT,00:26:39,Te Pohue,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Saturday
31,F3898850,20/01/2024 12:55:30,RAUREKA HASTINGS DISTRICT,00:00:00,Hastings,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Saturday
32,F3898851,20/01/2024 12:57:30,DANNEVIRKE TARARUA DISTRICT,00:10:59,Dannevirke,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Saturday
33,F3898863,20/01/2024 13:29:03,ROSLYN PALMERSTON NORTH CITY,03:24:20,"Milson, Palmerston North",1100: STRUCTURE FIRE (STRU),Saturday
34,F3898867,20/01/2024 13:35:39,OKOIA WHANGANUI DISTRICT,00:00:00,Whanganui,1500: MISCELLANEOUS FIRE (MIN),Saturday
35,F3898871,20/01/2024 13:41:13,HIMATANGI BEACH MANAWATU DISTRICT,00:00:00,Himatangi Beach,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Saturday
36,F3898874,20/01/2024 13:47:03,PLIMMERTON PORIRUA CITY,00:00:00,Plimmerton,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Saturday
37,F3898877,20/01/2024 13:48:55,MASTERTON MASTERTON DISTRICT,00:00:00,Masterton,7100: FALSE ALARM (STRU),Saturday
38,F3898889,20/01/2024 13:56:37,GONVILLE WHANGANUI DISTRICT,00:00:00,"Waverley, Patea, Whanganui","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Saturday
39,F3898893,20/01/2024 14:06:05,WAIOHIKI HASTINGS DISTRICT,00:00:00,"Hastings, Napier, Napier OSU",9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVCRESC),Saturday
40,F3898899,20/01/2024 14:15:59,WHAKATU HASTINGS DISTRICT,00:17:22,"Hastings, Haumoana",7100: FALSE ALARM (STRU),Saturday
41,F3898901,20/01/2024 14:17:32,KAITOKE UPPER HUTT CITY,00:00:00,"Trentham, Remutaka","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVCRESC)",Saturday
42,F3898904,20/01/2024 14:22:39,NEWTOWN WELLINGTON CITY,00:00:00,Newtown,1500: MISCELLANEOUS FIRE (MIN),Saturday
43,F3898916,20/01/2024 14:46:02,KAITOKE UPPER HUTT CITY,00:00:00,"Remutaka, Trentham","3100: RESCUE,EMERGENCY,MEDICAL CALL (MVC)",Saturday
44,F3898928,20/01/2024 15:11:33,TE ARO WELLINGTON CITY,00:06:06,Wellington City,7100: FALSE ALARM (STRU),Saturday
45,F3898940,20/01/2024 15:23:42,PIPITEA WELLINGTON CITY,00:06:57,"Thorndon, Wellington City",7100: FALSE ALARM (STRU),Saturday
46,F3898957,20/01/2024 15:47:16,KARORI WELLINGTON CITY,00:00:00,Karori,1300: VEGETATION FIRE (VEG),Saturday
47,F3898961,20/01/2024 15:52:09,RAUKAWA HASTINGS DISTRICT,00:00:00,Hastings,1300: VEGETATION FIRE (VEG),Saturday
48,F3898968,20/01/2024 16:06:21,MAREWA NAPIER CITY,00:00:00,Napier,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Saturday
49,F3898979,20/01/2024 16:16:24,CARTERTON CARTERTON DISTRICT,00:20:21,Carterton,1200: MOBILE PROPERTY FIRE (STRU),Saturday
50,F3898996,20/01/2024 17:01:16,FOXTON HOROWHENUA DISTRICT,00:20:17,Foxton,1500: MISCELLANEOUS FIRE (STRU),Saturday
51,F3899003,20/01/2024 17:08:50,OAONUI SOUTH TARANAKI DISTRICT,00:00:00,Rahotu,1200: MOBILE PROPERTY FIRE (MIN),Saturday
52,F3899035,20/01/2024 18:38:17,NAPIER SOUTH NAPIER CITY,00:00:00,Napier,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Saturday
53,F3899057,20/01/2024 19:33:38,NEWTOWN WELLINGTON CITY,00:08:57,"Newtown, Kilbirnie, Wellington City",7100: FALSE ALARM (STRU),Saturday
54,F3899062,20/01/2024 19:48:42,GONVILLE WHANGANUI DISTRICT,00:00:00,Whanganui,1100: STRUCTURE FIRE (MIN),Saturday
55,F3899074,20/01/2024 20:21:59,MAKARA WELLINGTON CITY,00:38:08,"Karori, Wellington City",7100: FALSE ALARM (STRU),Saturday
56,F3899112,20/01/2024 22:31:44,AWATOTO NAPIER CITY,00:00:00,Napier,1500: MISCELLANEOUS FIRE (MIN),Saturday
57,F3899117,20/01/2024 22:45:08,CANNONS CREEK PORIRUA CITY,00:10:25,Porirua,7100: FALSE ALARM (STRU),Saturday
58,F3899122,20/01/2024 22:49:08,WAITARERE BEACH HOROWHENUA DISTRICT,00:23:57,"Waitarere Beach, Levin",7100: FALSE ALARM (MIN),Saturday
59,F3899128,20/01/2024 23:29:53,KORU NEW PLYMOUTH DISTRICT,00:24:04,"Oakura, New Plymouth",7100: FALSE ALARM (STRU),Saturday
60,F3899133,20/01/2024 23:55:06,PARAPARAUMU KAPITI COAST DISTRICT,00:00:00,Paraparaumu,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MIN)",Saturday
0,F3897955,19/01/2024 00:59:56,POINT HOWARD LOWER HUTT CITY,00:00:00,Seaview,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MIN),Friday
1,F3897961,19/01/2024 02:08:42,AHURIRI NAPIER CITY,00:21:04,Napier,7100: FALSE ALARM (STRU),Friday
2,F3897970,19/01/2024 02:40:25,BARTLETTS GISBORNE DISTRICT,00:00:00,Nuhaka,9900: NON-FIRE EVENT: EXCL RESCUE/FALSE ALARM (MVC),Friday
3,F3897972,19/01/2024 02:45:58,TE ARO WELLINGTON CITY,00:21:37,"Brooklyn, Wellington City, Thorndon",7100: FALSE ALARM (STRU),Friday
4,F3897974,19/01/2024 02:57:24,EBDENTOWN UPPER HUTT CITY,00:13:11,"Remutaka, Trentham",7100: FALSE ALARM (STRU),Friday
5,F3897977,19/01/2024 03:45:14,PARKVALE CARTERTON DISTRICT,00:38:39,Carterton,7100: FALSE ALARM (SPRNKLR),Friday
6,F3897988,19/01/2024 06:28:56,WAINGAWA CARTERTON DISTRICT,00:00:00,"Masterton, Carterton",7100: FALSE ALARM (STRU),Friday
7,F3897997,19/01/2024 07:14:57,CASTLECLIFF WHANGANUI DISTRICT,00:00:00,Whanganui,"3100: RESCUE,EMERGENCY,MEDICAL CALL (MED)",Friday
8,F3898022,19/01/2024 08:13:28,CLOUSTON PARK UPPER HUTT CITY,00:00:00,"Remutaka, Trentham",1500: MISCELLANEOUS FIRE (STRU),Friday
9,F3898029,19/01/2024 08:26:13,HUTT CENTRAL LOWER HUTT CITY,00:10:55,"Avalon, Seaview",7100: FALSE ALARM (STRU),Friday
10,F3898033,19/01/2024 08:30:16,AHURIRI NAPIER CITY,00:07:47,Napier,7100: FALSE ALARM (STRU),Friday
11,F3898058,19/01/2024 08:51:37,AWATOTO NAPIER CITY,00:33:02,Napier,1500: MISCELLANEOUS FIRE (MIN),Friday
12,F3898063,19/01/2024 08:58:27,GREYTOWN SOUTH WAIRARAPA DISTRICT,00:10:10,Greytown,7100: FALSE ALARM (STRU),Friday
13,F3898073,19/01/2024 09:08:53,MOUNT COOK WELLINGTON CITY,00:11:14,"Brooklyn, Newtown, Thorndon",7100: FALSE ALARM (STRU),Friday
